qseqid	sseqid	evalue	bitscore	length	nident	mismatch	gapopen	slength	taxonomy	kingdom	phylum	class	order	family	genus	species	qlength	identity	coverage
ITSall_OTUd_1235	undefined_KU354798	2.05e-88	327	268	238	18	7	1343	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	263	0.888059701492537	1.01901140684411
ITSall_OTUd_1236	undefined_KJ827824	5.84e-45	183	280	213	40	10	294	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	Fungi	Ascomycota	NA	NA	NA	NA	NA	277	0.760714285714286	1.01083032490975
ITSall_OTUd_1237	SH216366.07FU_KY104894	1.9e-159	563	312	312	0	0	618	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula_sphaerocarpa;	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_sphaerocarpa	312	1	1
ITSall_OTUd_1238	undefined_KP897242	5.71e-127	455	257	255	2	0	332	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	257	0.992217898832685	1
ITSall_OTUd_124	SH015545.07FU_KF128848	1.69e-89	331	266	235	22	4	610	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Phaeomoniella;s__Phaeomoniella_sp;	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella	NA	264	0.883458646616541	1.00757575757576
ITSall_OTUd_1240	SH535246.07FU_KY687524	3.47e-156	553	316	313	2	1	1794	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	315	0.990506329113924	1.0031746031746
ITSall_OTUd_1242	SH197739.07FU_UDB020747	7.05e-126	452	260	256	4	0	260	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Phaeomoniella;s__Phaeomoniella_sp;	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella	NA	260	0.984615384615385	1
ITSall_OTUd_1243	SH469404.07FU_KC965801	7.16e-88	325	265	236	18	7	1156	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__unclassified_Chytridiales;g__unclassified_Chytridiales;s__Chytridiales_sp;	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	NA	NA	NA	263	0.890566037735849	1.00760456273764
ITSall_OTUd_1244	undefined_KP897242	1.74e-70	268	276	230	22	10	332	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	271	0.833333333333333	1.01845018450184
ITSall_OTUd_1247	undefined_KJ827513	2.13e-94	347	258	235	19	4	280	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__unclassified_Botryosphaeriales;g__unclassified_Botryosphaeriales;s__Botryosphaeriales_sp;	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA	257	0.910852713178295	1.00389105058366
ITSall_OTUd_1248	undefined_KX777119	8.14e-69	262	252	214	26	7	250	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	295	0.849206349206349	0.854237288135593
ITSall_OTUd_1249	undefined_KP891798	4.06e-116	419	256	248	5	2	274	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	254	0.96875	1.00787401574803
ITSall_OTUd_125	SH017201.07FU_EU139136	1.4e-115	417	253	246	5	2	591	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__Capronia_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	NA	251	0.972332015810277	1.00796812749004
ITSall_OTUd_1250	SH629617.07FU_KX058051	5.64e-108	392	254	241	11	2	550	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta;s__Pyrenochaeta_unguis-hominis;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta_unguis-hominis	254	0.948818897637795	1
ITSall_OTUd_1252	SH197531.07FU_HQ154390	8.05e-145	515	293	290	3	0	1195	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__unclassified_Sebacinales;g__unclassified_Sebacinales;s__Sebacinales_sp;	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA	293	0.989761092150171	1
ITSall_OTUd_1253	undefined_KX195560	2.93e-24	114	343	238	59	16	372	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	321	0.693877551020408	1.06853582554517
ITSall_OTUd_1254	undefined_KX193214	7.71e-63	242	298	235	36	8	324	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	Fungi	Ascomycota	NA	NA	NA	NA	NA	298	0.788590604026846	1
ITSall_OTUd_1255	SH190268.07FU_KC176282	1.76e-121	437	290	271	19	0	1981	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus;s__Clitopilus_scyphoides;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_scyphoides	290	0.93448275862069	1
ITSall_OTUd_1257	undefined_KP897367	4.72e-90	333	262	234	19	5	332	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	258	0.893129770992366	1.01550387596899
ITSall_OTUd_1258	SH473737.07FU_JQ900619	2.96e-105	383	257	240	16	1	612	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecanora;s__Lecanora_orientoafricana;	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora_orientoafricana	257	0.933852140077821	1
ITSall_OTUd_1259	SH196157.07FU_KF800203	9.03e-63	242	350	272	45	15	855	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__unclassified_Agaricostilbomycetes;f__unclassified_Agaricostilbomycetes;g__unclassified_Agaricostilbomycetes;s__Agaricostilbomycetes_sp;	Fungi	Basidiomycota	Agaricostilbomycetes	NA	NA	NA	NA	344	0.777142857142857	1.01744186046512
ITSall_OTUd_126	SH177911.07FU_DQ974790	1.82e-153	544	318	312	5	1	645	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unclassified_Thelephoraceae;s__Thelephoraceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	NA	NA	318	0.981132075471698	1
ITSall_OTUd_1260	SH019991.07FU_KC965726	2.66e-74	280	265	226	29	7	1119	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unclassified_Tremellomycetes;f__unclassified_Tremellomycetes;g__unclassified_Tremellomycetes;s__Tremellomycetes_sp;	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA	262	0.852830188679245	1.01145038167939
ITSall_OTUd_1262	SH205434.07FU_KX908501	5.28e-121	435	255	251	2	2	1066	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	254	0.984313725490196	1.00393700787402
ITSall_OTUd_1263	SH191316.07FU_JQ425383	1.81e-38	161	268	201	40	10	590	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Gelasinospora;s__Gelasinospora_sp;	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Gelasinospora	NA	264	0.75	1.01515151515152
ITSall_OTUd_1264	undefined_KX220228	2.27e-81	304	258	226	26	5	285	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	256	0.875968992248062	1.0078125
ITSall_OTUd_1266	undefined_EU689905	4.37e-122	439	248	246	2	0	336	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__Capronia_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	NA	256	0.991935483870968	0.96875
ITSall_OTUd_127	undefined_KX220693	3.37e-79	297	257	224	24	6	302	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	256	0.8715953307393	1.00390625
ITSall_OTUd_1271	undefined_KP898087	8.43e-50	199	310	238	46	13	352	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	304	0.767741935483871	1.01973684210526
ITSall_OTUd_1272	SH015499.07FU_KX302057	1.33e-110	401	304	275	13	7	611	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Veronaea;s__Veronaea_japonica;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	Veronaea_japonica	303	0.904605263157895	1.003300330033
ITSall_OTUd_1273	SH492918.07FU_KR017123	7.57e-63	242	301	242	43	11	548	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Graphidaceae;g__Fissurina;s__Fissurina_insidiosa;	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Fissurina	Fissurina_insidiosa	293	0.803986710963455	1.02730375426621
ITSall_OTUd_1274	undefined_KX193895	1.08e-143	511	328	313	4	5	378	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	320	0.954268292682927	1.025
ITSall_OTUd_1275	SH219350.07FU_HM196023	3.02e-150	533	295	295	0	0	823	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_saponaceum;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_saponaceum	295	1	1
ITSall_OTUd_1277	SH458736.07FU_AJ582963	4.29e-59	230	269	216	36	7	593	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA	266	0.802973977695167	1.01127819548872
ITSall_OTUd_1279	undefined_KJ827417	2.58e-93	343	258	234	20	4	287	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA	255	0.906976744186046	1.01176470588235
ITSall_OTUd_128	undefined_KX195560	5.9e-27	123	341	240	72	14	372	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	334	0.703812316715543	1.02095808383234
ITSall_OTUd_1281	SH209699.07FU_KF675740	1.42e-96	354	225	215	8	2	489	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	254	0.955555555555556	0.885826771653543
ITSall_OTUd_1282	SH009574.07FU_AJ582958	6.81e-101	369	270	246	20	3	650	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA	267	0.911111111111111	1.01123595505618
ITSall_OTUd_1283	undefined_KP892156	4.85e-46	187	287	212	42	5	280	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	280	0.738675958188153	1.025
ITSall_OTUd_1284	undefined_KR265978	4.19e-29	131	206	157	31	8	299	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__unclassified_Trechisporales;g__unclassified_Trechisporales;s__Trechisporales_sp;	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	NA	NA	350	0.762135922330097	0.588571428571429
ITSall_OTUd_1285	SH018305.07FU_JQ396447	0	643	390	377	11	1	809	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	388	0.966666666666667	1.00515463917526
ITSall_OTUd_1288	undefined_KX777119	9.4e-62	239	240	200	30	5	250	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	298	0.833333333333333	0.805369127516778
ITSall_OTUd_1289	undefined_KP891301	6.81e-76	286	291	241	26	8	294	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	283	0.828178694158076	1.02826855123675
ITSall_OTUd_129	SH487779.07FU_LC034180	2.13e-37	158	266	203	45	12	556	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Trypetheliales;f__Trypetheliaceae;g__Marcelaria;s__Marcelaria_cumingii;	Fungi	Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliaceae	Marcelaria	Marcelaria_cumingii	256	0.763157894736842	1.0390625
ITSall_OTUd_1290	SH629034.07FU_KX908741	5.41e-83	309	266	234	22	8	1037	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	259	0.879699248120301	1.02702702702703
ITSall_OTUd_1291	SH530544.07FU_KY419169	6.11e-51	203	281	221	43	11	2020	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__unclassified_Orbiliaceae;s__Orbiliaceae_sp;	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA	272	0.786476868327402	1.03308823529412
ITSall_OTUd_1292	undefined_KX195497	2.4e-68	260	261	221	29	9	310	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	254	0.846743295019157	1.02755905511811
ITSall_OTUd_1294	SH010072.07FU_UDB003319	1.57e-160	567	314	314	0	0	646	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_sp;	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	314	1	1
ITSall_OTUd_1298	SH015854.07FU_KF297145	2.22e-132	473	265	264	1	0	1115	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	267	0.99622641509434	0.99250936329588
ITSall_OTUd_13	undefined_KY310652	2.89e-86	320	252	225	21	4	669	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__Hysteriaceae;g__Rhytidhysteron;s__Rhytidhysteron_sp;	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Rhytidhysteron	NA	251	0.892857142857143	1.00398406374502
ITSall_OTUd_130	SH197744.07FU_KT264520	7.98e-119	428	259	251	7	1	610	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Phaeomoniella;s__Phaeomoniella_sp;	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella	NA	258	0.969111969111969	1.00387596899225
ITSall_OTUd_1300	undefined_KJ827265	8.83e-93	342	252	231	16	5	286	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	Fungi	Ascomycota	NA	NA	NA	NA	NA	251	0.916666666666667	1.00398406374502
ITSall_OTUd_1301	undefined_KR267241	3.73e-66	253	268	220	38	5	262	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	Fungi	Ascomycota	NA	NA	NA	NA	NA	264	0.82089552238806	1.01515151515152
ITSall_OTUd_1304	undefined_KC588761	1.82e-140	500	300	291	9	0	1018	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	300	0.97	1
ITSall_OTUd_1305	SH000352.07FU_EU516690	1.28e-135	484	276	273	3	0	519	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	276	0.989130434782609	1
ITSall_OTUd_1306	undefined_KU354798	3.71e-85	316	265	233	26	5	1343	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	263	0.879245283018868	1.00760456273764
ITSall_OTUd_1307	undefined_KC588614	1.73e-114	414	254	244	10	0	929	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	254	0.960629921259842	1
ITSall_OTUd_1309	undefined_KP891159	2.98e-48	194	263	206	33	10	263	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	258	0.783269961977186	1.01937984496124
ITSall_OTUd_131	SH188857.07FU_GQ254851	1.86e-146	520	288	288	0	0	616	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Tuberaceae;g__Tuber;s__Tuber_sp;	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	NA	288	1	1
ITSall_OTUd_1310	undefined_KU063854	8.59e-133	475	353	322	25	6	388	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	350	0.912181303116147	1.00857142857143
ITSall_OTUd_1312	undefined_KX220959	1.69e-52	208	318	244	64	9	343	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	314	0.767295597484277	1.01273885350318
ITSall_OTUd_1313	undefined_KM494273	1.15e-137	491	369	335	18	8	364	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	358	0.907859078590786	1.03072625698324
ITSall_OTUd_1314	SH216672.07FU_GQ304520	1.09e-118	428	347	306	35	4	632	k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales;f__Olpidiaceae;g__Olpidium;s__Olpidium_brassicae;	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium_brassicae	341	0.881844380403458	1.01759530791789
ITSall_OTUd_1315	undefined_KJ827816	4.68e-71	269	261	221	28	7	282	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__unclassified_Lecanoromycetes;f__unclassified_Lecanoromycetes;g__unclassified_Lecanoromycetes;s__Lecanoromycetes_sp;	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	NA	256	0.846743295019157	1.01953125
ITSall_OTUd_1316	SH200682.07FU_GU225939	3.61e-85	316	260	230	24	5	795	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_modesta;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_modesta	257	0.884615384615385	1.01167315175097
ITSall_OTUd_1317	undefined_KM494360	8.66e-145	515	313	302	11	0	313	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	313	0.964856230031949	1
ITSall_OTUd_1318	undefined_KJ827417	1.23e-122	441	252	249	3	0	287	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA	252	0.988095238095238	1
ITSall_OTUd_132	SH456167.07FU_AF373056	2.85e-118	426	263	253	9	1	519	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	Fungi	Ascomycota	NA	NA	NA	NA	NA	263	0.961977186311787	1
ITSall_OTUd_1320	undefined_KY228682	3.85e-129	462	256	256	0	0	308	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_swiecickii;	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_swiecickii	257	1	0.996108949416342
ITSall_OTUd_1322	SH002815.07FU_JQ044437	2.42e-125	450	249	249	0	0	646	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiaceae;g__Scorias;s__Scorias_leucadendri;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Scorias	Scorias_leucadendri	256	1	0.97265625
ITSall_OTUd_1323	SH488696.07FU_LN870267	1.38e-71	271	272	229	31	8	1130	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Rhynchogastrema;s__Rhynchogastrema_coronatum;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Rhynchogastrema	Rhynchogastrema_coronatum	263	0.841911764705882	1.03422053231939
ITSall_OTUd_1324	undefined_KM494484	2.84e-106	387	301	270	14	7	290	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	295	0.897009966777409	1.02033898305085
ITSall_OTUd_1325	undefined_KP891040	1.74e-127	457	271	264	7	0	290	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	271	0.974169741697417	1
ITSall_OTUd_1326	undefined_KM493259	1.84e-51	205	302	232	42	11	291	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	285	0.768211920529801	1.05964912280702
ITSall_OTUd_1327	SH192970.07FU_JX517281	2.08e-94	347	259	236	12	6	600	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriales_fam_Incertae_sedis;g__Homortomyces;s__Homortomyces_combreti;	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriales_fam_Incertae_sedis	Homortomyces	Homortomyces_combreti	251	0.911196911196911	1.03187250996016
ITSall_OTUd_1329	undefined_KP897179	1.01e-104	381	252	239	9	4	311	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	251	0.948412698412698	1.00398406374502
ITSall_OTUd_133	SH214713.07FU_KF871204	1.55e-147	524	293	292	1	0	662	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina_sp;	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA	293	0.996587030716723	1
ITSall_OTUd_1330	undefined_KX777088	3.53e-123	443	248	247	1	0	250	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	252	0.995967741935484	0.984126984126984
ITSall_OTUd_1332	undefined_KP897810	1.03e-47	192	263	205	37	9	311	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	256	0.779467680608365	1.02734375
ITSall_OTUd_1333	SH025707.07FU_KC966221	1.3e-84	315	264	229	34	1	1149	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	264	0.867424242424242	1
